Step,TrueNoise,ResidualNoise
761,-0.19679825,0.00012088
762,-0.20274610,0.00012888
763,-0.20852760,0.00013940
764,-0.21413953,0.00013785
765,-0.21957352,0.00013292
766,-0.22482995,0.00012778
767,-0.22990427,0.00012732
768,-0.23478679,0.00013281
769,-0.23947801,0.00014318
770,-0.24398391,0.00014883
771,-0.24829062,0.00015277
772,-0.25239748,0.00015370
773,-0.25630072,0.00016608
774,-0.26000130,0.00017643
775,-0.26350605,0.00017383
776,-0.26680100,0.00016938
777,-0.26988226,0.00016858
778,-0.27275666,0.00017479
779,-0.27541463,0.00018597
780,-0.27786195,0.00018855
781,-0.28009370,0.00019462
782,-0.28211775,0.00018813
783,-0.28392721,0.00018076
784,-0.28551722,0.00017490
785,-0.28688402,0.00018410
786,-0.28803666,0.00019455
787,-0.28897431,0.00020012
788,-0.28969438,0.00019691
789,-0.29019872,0.00019237
790,-0.29048824,0.00018883
791,-0.29055635,0.00019164
792,-0.29040779,0.00019689
793,-0.29004971,0.00019995
794,-0.28947185,0.00020286
795,-0.28868770,0.00019646
796,-0.28769549,0.00019135
797,-0.28649684,0.00017766
798,-0.28509167,0.00016748
799,-0.28349079,0.00015295
800,-0.28167769,0.00015084
801,-0.27966552,0.00014862
802,-0.27746064,0.00015182
803,-0.27506042,0.00014597
804,-0.27245944,0.00014553
805,-0.26967007,0.00014824
806,-0.26668697,0.00015879
807,-0.26351716,0.00016240
808,-0.26016920,0.00016178
809,-0.25664437,0.00015212
810,-0.25293922,0.00014366
811,-0.24906611,0.00013488
812,-0.24502463,0.00012949
813,-0.24081374,0.00012548
814,-0.23644108,0.00012520
815,-0.23191223,0.00012557
816,-0.22723472,0.00011619
817,-0.22240268,0.00010966
818,-0.21741801,0.00011066
819,-0.21229407,0.00011708
820,-0.20702795,0.00012455
821,-0.20162997,0.00012110
822,-0.19609403,0.00012683
823,-0.19043877,0.00012229
824,-0.18466707,0.00011547
825,-0.17877768,0.00010102
826,-0.17277893,0.00008935
827,-0.16667430,0.00008468
828,-0.16046690,0.00008076
829,-0.15416372,0.00007871
830,-0.14777694,0.00006911
831,-0.14130030,0.00006164
832,-0.13475142,0.00004461
