Step,TrueNoise,ResidualNoise
642,-0.25267426,-0.00062706
643,-0.24635957,-0.00054970
644,-0.23991146,-0.00051253
645,-0.23334030,-0.00057823
646,-0.22665028,-0.00073355
647,-0.21985174,-0.00088284
648,-0.21295138,-0.00098133
649,-0.20594117,-0.00111824
650,-0.19883600,-0.00112152
651,-0.19163273,-0.00121799
652,-0.18434369,-0.00132979
653,-0.17696234,-0.00126747
654,-0.16950598,-0.00136013
655,-0.16198470,-0.00138691
656,-0.15439447,-0.00137389
657,-0.14673020,-0.00145818
658,-0.13900766,-0.00161171
659,-0.13123913,-0.00171200
660,-0.12342352,-0.00176586
661,-0.11556309,-0.00169953
662,-0.10765648,-0.00166532
663,-0.09972239,-0.00162356
664,-0.09175668,-0.00175592
665,-0.08376521,-0.00171323
666,-0.07575570,-0.00171585
667,-0.06774315,-0.00158556
668,-0.05971947,-0.00157525
669,-0.05168799,-0.00159635
670,-0.04365271,-0.00146275
671,-0.03563193,-0.00158550
672,-0.02761741,-0.00167219
673,-0.01962245,-0.00161973
674,-0.01165734,-0.00165190
675,-0.00371418,-0.00180284
676,0.00419314,-0.00184931
677,0.01206543,-0.00179742
678,0.01989862,-0.00190372
679,0.02768066,-0.00192946
680,0.03541193,-0.00182773
681,0.04308666,-0.00177773
682,0.05070818,-0.00173939
683,0.05825992,-0.00166036
684,0.06574375,-0.00172739
685,0.07315099,-0.00174029
686,0.08047578,-0.00165885
687,0.08771798,-0.00160993
688,0.09486629,-0.00154900
689,0.10193235,-0.00173445
690,0.10890216,-0.00173568
691,0.11577736,-0.00162225
692,0.12255744,-0.00167480
693,0.12922182,-0.00181586
694,0.13578519,-0.00194623
695,0.14223235,-0.00196307
696,0.14855286,-0.00210060
697,0.15475987,-0.00223219
698,0.16083830,-0.00235483
699,0.16679336,-0.00248676
700,0.17262327,-0.00240344
701,0.17832423,-0.00240733
702,0.18389540,-0.00226113
703,0.18932048,-0.00225823
704,0.19460921,-0.00237271
705,0.19974431,-0.00222149
706,0.20473674,-0.00237529
707,0.20959000,-0.00239423
708,0.21428629,-0.00244698
709,0.21882060,-0.00239547
710,0.22320340,-0.00236191
711,0.22741976,-0.00248190
712,0.23148457,-0.00234595
713,0.23538552,-0.00219810
714,0.23911325,-0.00230449
715,0.24267624,-0.00234279
716,0.24607321,-0.00247840
717,0.24930387,-0.00260997
718,0.25237222,-0.00250116
719,0.25526948,-0.00257252
720,0.25798925,-0.00243666
721,0.26053105,-0.00233066
722,0.26290352,-0.00223634
723,0.26509895,-0.00236612
724,0.26711052,-0.00233781
725,0.26894997,-0.00246354
726,0.27061196,-0.00239961
